title,author,language,avg_ratings,ratings_count,reviews_count,publisher,publish_year,num_pages,page_format,genres
The Kite Runner,Khaled Hosseini,English,4.33,2957123,91234,Riverhead Books,2004.0,371.0,Paperback,"['Fiction', 'Historical Fiction', 'Classics', 'Contemporary', 'Novels', 'Historical', 'Literature', 'Adult', 'School', 'Drama']"
Frankenstein: The 1818 Text,Mary Wollstonecraft Shelley,English,3.85,1471801,52702,Penguin Classics,2018.0,260.0,Paperback,"['Classics', 'Fiction', 'Horror', 'Science Fiction', 'Gothic', 'Fantasy', 'School', 'Literature', 'Novels', 'Read For School']"
Green Eggs and Ham,Dr. Seuss,English,4.3,735957,10952,Random House Books for Young Readers,1988.0,64.0,Hardcover,"['Childrens', 'Picture Books', 'Fiction', 'Classics', 'Poetry', 'Fantasy', 'Humor', 'Kids', 'Food', 'Young Adult']"
Life of Pi,Yann Martel,English,3.93,1553007,51541,Seal Books,2006.0,460.0,Paperback,"['Fiction', 'Fantasy', 'Classics', 'Adventure', 'Contemporary', 'Magical Realism', 'Novels', 'Literature', 'India', 'Philosophy']"
A Tale of Two Cities,Charles Dickens,English,3.86,912214,21739,Penguin Books,2003.0,489.0,Paperback,"['Classics', 'Fiction', 'Historical Fiction', 'Literature', 'Historical', 'Novels', 'School', 'Classic Literature', '19th Century', 'British Literature']"
The Handmaid’s Tale,Margaret Atwood,English,4.13,1893925,89453,Anchor Books,1998.0,314.0,Paperback,"['Fiction', 'Classics', 'Dystopia', 'Science Fiction', 'Feminism', 'Fantasy', 'Adult', 'Audiobook', 'Literature', 'Novels']"
The Giver,Lois Lowry,English,4.12,2287744,75175,Ember,2006.0,208.0,Paperback,"['Young Adult', 'Fiction', 'Classics', 'Dystopia', 'Science Fiction', 'Fantasy', 'School', 'Middle Grade', 'Childrens', 'Read For School']"
Harry Potter and the Deathly Hallows,J.K. Rowling,English,4.62,3471220,79597,Arthur A. Levine Books,2007.0,759.0,Hardcover,"['Fantasy', 'Young Adult', 'Fiction', 'Magic', 'Childrens', 'Adventure', 'Audiobook', 'Middle Grade', 'Classics', 'Science Fiction Fantasy']"
Lolita,Vladimir Nabokov,English,3.88,795718,35020,Penguin,1995.0,368.0,Paperback,"['Classics', 'Fiction', 'Literature', 'Novels', 'Russia', 'Romance', 'Russian Literature', 'Literary Fiction', '20th Century', 'Adult']"
Water for Elephants,Sara Gruen,English,4.1,1557740,61356,Algonquin Books,2007.0,368.0,Paperback,"['Fiction', 'Historical Fiction', 'Romance', 'Historical', 'Adult', 'Adult Fiction', 'Contemporary', 'Book Club', 'Novels', 'Audiobook']"
Slaughterhouse-Five,Kurt Vonnegut Jr.,English,4.09,1303783,35770,Dial Press,1999.0,275.0,Paperback,"['Classics', 'Fiction', 'Science Fiction', 'War', 'Historical Fiction', 'Literature', 'Novels', 'Time Travel', 'Fantasy', 'American']"
Dune,Frank Herbert,English,4.26,1205569,53050,Ace,2019.0,658.0,Hardcover,"['Science Fiction', 'Fiction', 'Fantasy', 'Classics', 'Science Fiction Fantasy', 'Audiobook', 'Space Opera', 'Novels', 'Adventure', 'Adult']"
Harry Potter and the Prisoner of Azkaban,J.K. Rowling,English,4.58,3812727,75296,Scholastic Inc.,2004.0,435.0,Mass Market Paperback,"['Fantasy', 'Fiction', 'Young Adult', 'Magic', 'Childrens', 'Middle Grade', 'Audiobook', 'Adventure', 'Classics', 'Science Fiction Fantasy']"
The Stand,Stephen King,English,4.34,722789,27237,Doubleday Books,1990.0,1152.0,Hardcover,"['Horror', 'Fiction', 'Fantasy', 'Science Fiction', 'Post Apocalyptic', 'Thriller', 'Dystopia', 'Audiobook', 'Apocalyptic', 'Classics']"
Catch-22,Joseph Heller,English,3.99,804703,21925,Simon & Schuster ,2004.0,453.0,Paperback,"['Classics', 'Fiction', 'Historical Fiction', 'War', 'Humor', 'Literature', 'Novels', 'American', 'Unfinished', 'Historical']"
The Bell Jar,Sylvia Plath,English,4.04,831341,43249,Harper Perennial Modern Classics,2006.0,294.0,Paperback,"['Classics', 'Fiction', 'Feminism', 'Mental Health', 'Psychology', 'Literature', 'Mental Illness', 'Poetry', 'Novels', 'Literary Fiction']"
Matilda,Roald Dahl,English,4.33,873253,21710,Puffin,1998.0,240.0,Paperback,"['Childrens', 'Fiction', 'Classics', 'Fantasy', 'Middle Grade', 'Young Adult', 'Humor', 'Audiobook', 'Magic', 'School']"
The Pillars of the Earth,Ken Follett,English,4.33,731520,35692,NAL Trade,2002.0,976.0,Paperback,"['Historical Fiction', 'Fiction', 'Historical', 'Fantasy', 'Classics', 'Medieval', 'Audiobook', 'Novels', 'British Literature', 'Adult']"
The Adventures of Sherlock Holmes,Arthur Conan Doyle,English,4.3,285587,8610,Oxford University Press,1998.0,389.0,Paperback,"['Classics', 'Mystery', 'Fiction', 'Short Stories', 'Crime', 'Detective', 'Mystery Thriller', 'Audiobook', 'Literature', 'Historical Fiction']"
Watership Down,Richard  Adams,English,4.08,467749,16396,Avon Books,1975.0,478.0,Mass Market Paperback,"['Classics', 'Fiction', 'Fantasy', 'Young Adult', 'Animals', 'Childrens', 'Adventure', 'Literature', 'Novels', 'Audiobook']"
Great Expectations,Charles Dickens,English,3.79,763831,20386,Oxford University Press,1998.0,544.0,Paperback,"['Classics', 'Fiction', 'Literature', 'Historical Fiction', 'School', 'Novels', '19th Century', 'Classic Literature', 'British Literature', 'Victorian']"
Rebecca,Daphne du Maurier,English,4.24,583875,35767,"Little, Brown and Company",2013.0,449.0,ebook,"['Classics', 'Fiction', 'Mystery', 'Gothic', 'Romance', 'Historical Fiction', 'Thriller', 'Horror', 'Mystery Thriller', 'Audiobook']"
The Fellowship of the Ring,J.R.R. Tolkien,English,4.38,2688531,34366,William Morrow,2022.0,432.0,Kindle Edition,"['Fantasy', 'Classics', 'Fiction', 'Adventure', 'High Fantasy', 'Science Fiction Fantasy', 'Epic Fantasy', 'Audiobook', 'Young Adult', 'Novels']"
The Girl with the Dragon Tattoo,Stieg Larsson,English,4.16,3031716,74774,Viking,2008.0,480.0,Hardcover,"['Fiction', 'Mystery', 'Thriller', 'Crime', 'Mystery Thriller', 'Suspense', 'Contemporary', 'Adult', 'Sweden', 'Adult Fiction']"
Outlander,Diana Gabaldon,English,4.25,991337,51712,Dell Publishing Company,2005.0,850.0,Mass Market Paperback,"['Historical Fiction', 'Romance', 'Fantasy', 'Fiction', 'Time Travel', 'Historical', 'Historical Romance', 'Adult', 'Audiobook', 'Scotland']"
One Flew Over the Cuckoo's Nest,Ken Kesey,English,4.2,705589,14465,Signet,1963.0,325.0,Mass Market Paperback,"['Classics', 'Fiction', 'Psychology', 'Literature', 'Novels', 'Mental Health', 'School', 'American', 'Literary Fiction', 'Mental Illness']"
The Color Purple,Alice Walker,English,4.26,634460,21739,Penguin Books,2019.0,304.0,Paperback,"['Classics', 'Fiction', 'Historical Fiction', 'Feminism', 'LGBT', 'Historical', 'African American', 'Queer', 'Literature', 'Novels']"
My Sister's Keeper,Jodi Picoult,English,4.09,1176759,36076,Washington Square Press,2005.0,423.0,Paperback,"['Fiction', 'Contemporary', 'Chick Lit', 'Young Adult', 'Drama', 'Adult', 'Adult Fiction', 'Realistic Fiction', 'Family', 'Novels']"
Anna Karenina,Leo Tolstoy,English,4.08,800531,32191,Vintage,2012.0,964.0,Paperback,"['Classics', 'Fiction', 'Romance', 'Russia', 'Historical Fiction', 'Russian Literature', 'Literature', 'Novels', '19th Century', 'Historical']"
The Brothers Karamazov,Fyodor Dostoevsky,English,4.36,305193,16476,"Farrar, Straus and Giroux",2002.0,796.0,Paperback,"['Classics', 'Fiction', 'Russia', 'Literature', 'Russian Literature', 'Philosophy', 'Novels', '19th Century', 'Classic Literature', 'Religion']"
A Tree Grows in Brooklyn,Betty  Smith,English,4.29,443159,25028,HarperCollins Publishers,2006.0,496.0,Paperback,"['Classics', 'Fiction', 'Historical Fiction', 'Young Adult', 'Coming Of Age', 'Historical', 'Literature', 'New York', 'Novels', 'Book Club']"
A Clockwork Orange,Anthony Burgess,English,4.0,682030,18574,W. W. Norton & Company,2019.0,240.0,Paperback,"['Classics', 'Fiction', 'Science Fiction', 'Dystopia', 'Literature', 'Horror', 'Novels', 'Modern Classics', 'Crime', 'British Literature']"
The Road,Cormac McCarthy,English,3.98,842220,53953,Alfred A. Knopf,2006.0,241.0,Hardcover,"['Fiction', 'Science Fiction', 'Dystopia', 'Post Apocalyptic', 'Classics', 'Horror', 'Literature', 'Novels', 'Apocalyptic', 'Contemporary']"
Angela's Ashes,Frank McCourt,English,4.14,608819,13627,Harper Perennial,2005.0,452.0,Paperback,"['Nonfiction', 'Memoir', 'Biography', 'Classics', 'Ireland', 'Autobiography', 'Biography Memoir', 'History', 'Irish Literature', 'Historical']"
Siddhartha,Hermann Hesse,English,4.06,721193,24333,Bantam Books,1981.0,152.0,Mass Market Paperback,"['Classics', 'Fiction', 'Philosophy', 'Spirituality', 'Religion', 'Literature', 'Buddhism', 'German Literature', 'Novels', 'Historical Fiction']"
Vampire Academy,Richelle Mead,English,4.11,626942,25415,Razorbill,2007.0,332.0,Paperback,"['Young Adult', 'Fantasy', 'Vampires', 'Paranormal', 'Romance', 'Urban Fantasy', 'Fiction', 'Supernatural', 'Paranormal Romance', 'Magic']"
The Golden Compass,Philip Pullman,English,4.01,1466720,26592,Alfred A. Knopf Books for Young Readers,1996.0,399.0,Hardcover,"['Fantasy', 'Young Adult', 'Fiction', 'Childrens', 'Adventure', 'Middle Grade', 'Science Fiction', 'Classics', 'Audiobook', 'Steampunk']"
And Then There Were None,Agatha Christie,English,4.28,1214035,55832,St. Martin's Griffin,2004.0,264.0,Paperback,"['Classics', 'Fiction', 'Crime', 'Thriller', 'Mystery Thriller', 'Audiobook', 'Mystery', 'Adult', 'Suspense', 'Novels']"
It,Stephen King,English,4.25,1027078,32877,New English Library,1987.0,1168.0,Paperback,"['Horror', 'Fiction', 'Thriller', 'Fantasy', 'Audiobook', 'Classics', 'Mystery', 'Adult', 'Paranormal', 'Supernatural']"
To Kill a Mockingbird,Harper Lee,English,4.27,5696477,110338,Harper Perennial Modern Classics,2005.0,323.0,Paperback,"['Classics', 'Fiction', 'Historical Fiction', 'School', 'Literature', 'Young Adult', 'Historical', 'Read For School', 'Novels', 'High School']"
The Poisonwood Bible,Barbara Kingsolver,English,4.09,717199,25800,Harper Perennial Modern Classics,2005.0,546.0,Hardcover,"['Fiction', 'Historical Fiction', 'Africa', 'Classics', 'Historical', 'Literary Fiction', 'Literature', 'Novels', 'Religion', 'Adult Fiction']"
The Shining,Stephen King,English,4.26,1388323,34568,New English Library (Hodder & Stoughton) ,1980.0,659.0,Paperback,"['Horror', 'Fiction', 'Thriller', 'Classics', 'Fantasy', 'Paranormal', 'Mystery', 'Adult', 'Suspense', 'Audiobook']"
The Complete Stories and Poems,Edgar Allan Poe,English,4.38,241619,2021,"Doubleday & Company, Inc.",1984.0,821.0,Hardcover,"['Classics', 'Poetry', 'Horror', 'Fiction', 'Short Stories', 'Mystery', 'Gothic', 'Fantasy', 'Literature', 'Classic Literature']"
Interview with the Vampire,Anne Rice,English,4.01,558492,14257,Ballantine Books,2004.0,346.0,Paperback,"['Horror', 'Fantasy', 'Fiction', 'Vampires', 'Paranormal', 'Classics', 'Gothic', 'Supernatural', 'Historical Fiction', 'Urban Fantasy']"
Don Quixote,Miguel de Cervantes Saavedra,English,3.89,254526,11036,Penguin Books,2003.0,1023.0,Paperback,"['Classics', 'Fiction', 'Literature', 'Spanish Literature', 'Adventure', 'Historical Fiction', 'Novels', 'Spain', 'Humor', 'Classic Literature']"
The Old Man and the Sea,Ernest Hemingway,English,3.8,1061910,35196,Scribner,1996.0,96.0,Hardcover,"['Classics', 'Fiction', 'Literature', 'Novels', 'American', 'School', 'Adventure', 'Literary Fiction', 'Classic Literature', '20th Century']"
Atlas Shrugged,Ayn Rand,English,3.69,380591,19367,Plume,1999.0,1168.0,Paperback,"['Fiction', 'Classics', 'Philosophy', 'Politics', 'Literature', 'Science Fiction', 'Novels', 'Dystopia', 'Economics', 'Business']"
The Notebook,Nicholas Sparks,English,4.14,1597043,23516,Grand Central Publishing,2000.0,227.0,Kindle Edition,"['Romance', 'Fiction', 'Chick Lit', 'Contemporary', 'Adult', 'Adult Fiction', 'Classics', 'Contemporary Romance', 'Love', 'Drama']"
Harry Potter and the Goblet of Fire,J.K. Rowling,English,4.56,3401021,62276,Scholastic,2002.0,734.0,Paperback,"['Fantasy', 'Young Adult', 'Fiction', 'Magic', 'Childrens', 'Middle Grade', 'Audiobook', 'Adventure', 'Classics', 'Science Fiction Fantasy']"
Winnie-the-Pooh,A.A. Milne,English,4.35,314059,6422,Dutton Juvenile,2001.0,161.0,Hardcover,"['Classics', 'Childrens', 'Fiction', 'Fantasy', 'Animals', 'Middle Grade', 'Audiobook', 'Picture Books', 'Young Adult', 'Juvenile']"
Fahrenheit 451,Ray Bradbury,Spanish,3.97,2218568,66309,DeBolsillo,2004.0,158.0,Mass Market Paperback,"['Classics', 'Fiction', 'Science Fiction', 'Dystopia', 'School', 'Literature', 'Novels', 'Fantasy', 'Audiobook', 'Adult']"
A Prayer for Owen Meany,John Irving,English,4.24,311360,15648,Black Swan,1990.0,637.0,Paperback,"['Fiction', 'Classics', 'Contemporary', 'Literature', 'Literary Fiction', 'Novels', 'Historical Fiction', 'Coming Of Age', 'Adult Fiction', 'American']"
"Moby-Dick or, the Whale",Herman Melville,English,3.53,535535,20531,Penguin Classics ,2003.0,654.0,Paperback,"['Classics', 'Fiction', 'Literature', 'Adventure', 'Historical Fiction', 'Novels', 'American', '19th Century', 'Classic Literature', 'Audiobook']"
Harry Potter and the Half-Blood Prince,J.K. Rowling,English,4.58,3051403,52149,Scholastic Inc.,2006.0,652.0,Paperback,"['Fantasy', 'Young Adult', 'Fiction', 'Magic', 'Childrens', 'Adventure', 'Audiobook', 'Middle Grade', 'Classics', 'Science Fiction Fantasy']"
Clockwork Angel,Cassandra Clare,English,4.32,797114,39876,Margaret K. McElderry Books,2010.0,479.0,Hardcover,"['Fantasy', 'Young Adult', 'Romance', 'Paranormal', 'Steampunk', 'Historical Fiction', 'Fiction', 'Urban Fantasy', 'Vampires', 'Young Adult Fantasy']"
The Secret Life of Bees,Sue Monk Kidd,English,4.08,1248683,34141,Penguin Books,2003.0,302.0,Paperback,"['Fiction', 'Historical Fiction', 'Young Adult', 'Classics', 'Historical', 'Contemporary', 'Adult Fiction', 'Coming Of Age', 'Adult', 'Novels']"
The Red Tent,Anita Diamant,English,4.19,578671,21203,St. Martin's Press,1997.0,324.0,Hardcover,"['Historical Fiction', 'Fiction', 'Historical', 'Religion', 'Book Club', 'Feminism', 'Adult', 'Adult Fiction', 'Womens', 'Novels']"
The Stranger,Albert Camus,English,4.01,962554,39325,Vintage International,1989.0,159.0,Paperback,"['Classics', 'Fiction', 'Philosophy', 'France', 'Literature', 'Novels', 'French Literature', 'School', 'Literary Fiction', '20th Century']"
The Name of the Wind,Patrick Rothfuss,English,4.52,892885,50777,Penguin Group DAW,2007.0,662.0,Hardcover,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Magic', 'Science Fiction Fantasy', 'Adult', 'Adventure', 'Audiobook', 'Epic']"
Harry Potter and the Chamber of Secrets,J.K. Rowling,English,4.43,3601612,71502,Arthur A. Levine Books,1999.0,341.0,Hardcover,"['Fantasy', 'Fiction', 'Young Adult', 'Magic', 'Childrens', 'Middle Grade', 'Audiobook', 'Adventure', 'Classics', 'Science Fiction Fantasy']"
The Master and Margarita,Mikhail Bulgakov,English,4.29,319762,17754,Vintage International,1996.0,372.0,Paperback,"['Classics', 'Fiction', 'Russia', 'Fantasy', 'Russian Literature', 'Magical Realism', 'Literature', 'Novels', 'Historical Fiction', '20th Century']"
Flowers for Algernon,Daniel Keyes,English,4.19,615050,28422,,2000.0,216.0,Paperback,"['Fiction', 'Classics', 'Science Fiction', 'Young Adult', 'Psychology', 'School', 'Literature', 'Novels', 'Adult', 'Read For School']"
The Metamorphosis,Franz Kafka,English,3.85,920087,32148,Bantam Classics,1972.0,201.0,Paperback,"['Classics', 'Fiction', 'Fantasy', 'Philosophy', 'Literature', 'Short Stories', 'School', 'Horror', 'German Literature', 'Novels']"
Middlesex,Jeffrey Eugenides,English,4.03,625400,25273,Picador USA,2002.0,529.0,Paperback,"['Fiction', 'Historical Fiction', 'Contemporary', 'LGBT', 'Literary Fiction', 'Classics', 'Novels', 'Queer', 'Literature', 'Historical']"
Eragon,Christopher Paolini,English,3.94,1677083,25669,Alfred A. Knopf,2005.0,503.0,Paperback,"['Fantasy', 'Young Adult', 'Fiction', 'Dragons', 'Adventure', 'Magic', 'High Fantasy', 'Young Adult Fantasy', 'Science Fiction Fantasy', 'Childrens']"
The Adventures of Tom Sawyer,Mark Twain,English,3.92,892704,12697,Penguin Classics,2006.0,244.0,Paperback,"['Classics', 'Fiction', 'Adventure', 'Historical Fiction', 'Young Adult', 'Literature', 'Childrens', 'School', 'Novels', 'American']"
The Alchemist,Paulo Coelho,English,3.9,2796002,109136,HarperCollins,1993.0,197.0,Paperback,"['Fiction', 'Classics', 'Fantasy', 'Philosophy', 'Novels', 'Spirituality', 'Self Help', 'Literature', 'Adventure', 'Audiobook']"
Charlie and the Chocolate Factory,Roald Dahl,English,4.15,804165,15019,Puffin Books,2005.0,176.0,Paperback,"['Childrens', 'Fiction', 'Fantasy', 'Classics', 'Young Adult', 'Middle Grade', 'Humor', 'Adventure', 'Novels', 'Juvenile']"
Looking for Alaska,John Green,English,3.98,1487281,70730,Speak,2006.0,221.0,Paperback,"['Young Adult', 'Fiction', 'Contemporary', 'Romance', 'Realistic Fiction', 'Coming Of Age', 'Teen', 'Mystery', 'Young Adult Contemporary', 'High School']"
The Hobbit,J.R.R. Tolkien,English,4.28,3665717,63835,Houghton Mifflin,2002.0,366.0,Paperback,"['Fantasy', 'Classics', 'Fiction', 'Adventure', 'Young Adult', 'Science Fiction Fantasy', 'High Fantasy', 'Childrens', 'Novels', 'Epic Fantasy']"
The Very Hungry Caterpillar,Eric Carle,English,4.32,481090,9787,Puffin Books,1994.0,26.0,Board book,"['Picture Books', 'Childrens', 'Fiction', 'Classics', 'Animals', 'Food', 'Counting', 'Storytime', 'Kids', 'Mathematics']"
The Curious Incident of the Dog in the Night-Time,Mark Haddon,English,3.89,1413097,52513,Vintage,2004.0,226.0,Paperback,"['Fiction', 'Mystery', 'Young Adult', 'Contemporary', 'Classics', 'Novels', 'Autistic Spectrum Disorder', 'Psychology', 'School', 'Literature']"
The Shadow of the Wind,Carlos Ruiz Zafón,English,4.29,590426,47113,Penguin Books,2005.0,487.0,Paperback,"['Fiction', 'Historical Fiction', 'Mystery', 'Fantasy', 'Books About Books', 'Historical', 'Spain', 'Magical Realism', 'Spanish Literature', 'Gothic']"
Tuesdays with Morrie,Mitch Albom,English,4.16,955771,35381,Warner,2000.0,210.0,Paperback,"['Nonfiction', 'Memoir', 'Biography', 'Classics', 'Inspirational', 'Philosophy', 'Self Help', 'Contemporary', 'Adult', 'Biography Memoir']"
The Last Olympian,Rick Riordan,English,4.54,896937,34213,Disney-Hyperion Books,2009.0,381.0,Hardcover,"['Fantasy', 'Young Adult', 'Mythology', 'Fiction', 'Middle Grade', 'Adventure', 'Greek Mythology', 'Childrens', 'Urban Fantasy', 'Young Adult Fantasy']"
On the Road,Jack Kerouac,English,3.62,392873,18200,Penguin Books,1976.0,307.0,Paperback,"['Classics', 'Fiction', 'Travel', 'Literature', 'Novels', 'American', 'Adventure', 'Modern Classics', '20th Century', 'The United States Of America']"
The Count of Monte Cristo,Alexandre Dumas,English,4.29,868554,28623,Penguin Classics,2003.0,1276.0,Paperback,"['Classics', 'Fiction', 'Historical Fiction', 'Adventure', 'Literature', 'France', 'Historical', 'Novels', 'Classic Literature', 'Romance']"
The Unbearable Lightness of Being,Milan Kundera,English,4.11,428490,21554,Harper Perennial,2009.0,320.0,Paperback,"['Fiction', 'Classics', 'Philosophy', 'Literature', 'Novels', 'Czech Literature', 'Romance', 'Contemporary', 'Literary Fiction', '20th Century']"
The Name of the Rose,Umberto Eco,English,4.13,348312,11790,Harvest Books,1994.0,536.0,Paperback,"['Fiction', 'Historical Fiction', 'Mystery', 'Classics', 'Historical', 'Literature', 'Italian Literature', 'Italy', 'Crime', 'Novels']"
"The Lion, the Witch and the Wardrobe",C.S. Lewis,English,4.23,2622464,29865,HarperCollins Publishers,2005.0,206.0,Paperback,"['Fantasy', 'Classics', 'Fiction', 'Young Adult', 'Childrens', 'Middle Grade', 'Adventure', 'Christian', 'Magic', 'Christian Fiction']"
The Godfather,Mario Puzo,English,4.38,397906,11576,NAL,2002.0,448.0,Paperback,"['Fiction', 'Classics', 'Crime', 'Thriller', 'Historical Fiction', 'Mystery', 'Novels', 'Drama', 'Literature', 'American']"
Where the Red Fern Grows,Wilson Rawls,English,4.1,388764,13207,Yearling,2000.0,272.0,Mass Market Paperback,"['Classics', 'Fiction', 'Young Adult', 'Childrens', 'Historical Fiction', 'Middle Grade', 'Animals', 'School', 'Realistic Fiction', 'Read For School']"
In Cold Blood,Truman Capote,English,4.08,623167,21654,Vintage,1994.0,343.0,Paperback,"['Nonfiction', 'True Crime', 'Classics', 'Crime', 'Mystery', 'History', 'Thriller', 'Literature', 'Audiobook', 'American']"
The Scarlet Letter,Nathaniel Hawthorne,English,3.43,825994,18539,Penguin Books,2002.0,279.0,Paperback,"['Classics', 'Fiction', 'Historical Fiction', 'School', 'Literature', 'High School', 'Historical', 'Read For School', 'Classic Literature', 'Novels']"
Holes,Louis Sachar,English,3.99,1139342,24722,Scholastic,2000.0,272.0,Paperback,"['Young Adult', 'Fiction', 'Middle Grade', 'Childrens', 'Classics', 'Realistic Fiction', 'School', 'Mystery', 'Adventure', 'Contemporary']"
Fight Club,Chuck Palahniuk,English,4.19,562644,19200,W. W. Norton & Company,2018.0,224.0,Paperback,"['Fiction', 'Classics', 'Contemporary', 'Thriller', 'Novels', 'Mystery', 'Adult', 'Literature', 'American', 'Adult Fiction']"
Perfume: The Story of a Murderer,Patrick Süskind,English,4.03,427221,21319,Penguin Books,1987.0,263.0,Paperback,"['Fiction', 'Classics', 'Historical Fiction', 'Horror', 'Mystery', 'Thriller', 'Crime', 'Historical', 'German Literature', 'Novels']"
The Five People You Meet in Heaven,Mitch Albom,English,3.98,680884,25944,Hyperion,2003.0,196.0,Paperback,"['Fiction', 'Inspirational', 'Contemporary', 'Fantasy', 'Classics', 'Spirituality', 'Adult', 'Philosophy', 'Adult Fiction', 'Novels']"
American Gods,Neil Gaiman,English,4.11,883385,44645,William Morrow,2011.0,635.0,Kindle Edition,"['Fantasy', 'Fiction', 'Mythology', 'Urban Fantasy', 'Audiobook', 'Science Fiction', 'Science Fiction Fantasy', 'Adult', 'Contemporary', 'Horror']"
The Cat in the Hat,Dr. Seuss,English,4.18,515490,6827,Random House Books for Young Readers,1985.0,61.0,Hardcover,"['Childrens', 'Picture Books', 'Classics', 'Fiction', 'Poetry', 'Fantasy', 'Humor', 'Animals', 'Kids', 'Cats']"
"Hush, Hush",Becca Fitzpatrick,English,3.93,677796,28614,Simon & Schuster,2009.0,391.0,Hardcover,"['Young Adult', 'Fantasy', 'Romance', 'Paranormal', 'Angels', 'Paranormal Romance', 'Fiction', 'Supernatural', 'Urban Fantasy', 'Young Adult Fantasy']"
The Divine Comedy,Dante Alighieri,English,4.07,142974,5466,Everyman's Library,1995.0,798.0,Hardcover,"['Classics', 'Poetry', 'Fiction', 'Literature', 'Philosophy', 'Religion', 'Fantasy', 'Italian Literature', 'Italy', 'Classic Literature']"
Watchmen,Alan Moore,English,4.37,538203,16493,DC Comics,2005.0,416.0,Paperback,"['Graphic Novels', 'Comics', 'Fiction', 'Science Fiction', 'Fantasy', 'Graphic Novels Comics', 'Comic Book', 'Classics', 'Superheroes', 'Dystopia']"
Lonesome Dove,Larry McMurtry,English,4.52,176861,10271,Pocket Books,1999.0,960.0,Mass Market Paperback,"['Fiction', 'Historical Fiction', 'Westerns', 'Classics', 'Historical', 'Adventure', 'Novels', 'Literature', 'Audiobook', 'American']"
The Little House Collection,Laura Ingalls Wilder,English,4.35,150196,2403,Avon Books,2003.0,2700.0,Paperback,"['Classics', 'Historical Fiction', 'Childrens', 'Fiction', 'Young Adult', 'Historical', 'Middle Grade', 'Juvenile', 'Literature', 'Kids']"
All Quiet on the Western Front,Erich Maria Remarque,English,4.05,428025,15668,Ballantine Books,1987.0,296.0,Mass Market Paperback,"['Classics', 'Fiction', 'Historical Fiction', 'War', 'Historical', 'Literature', 'School', 'German Literature', 'World War I', 'Novels']"
Peter Pan,J.M. Barrie,English,4.04,331560,15118,Henry Holt and Co.,2003.0,176.0,Hardcover,"['Classics', 'Fantasy', 'Fiction', 'Childrens', 'Adventure', 'Young Adult', 'Middle Grade', 'Audiobook', 'Fairy Tales', 'Literature']"
"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",Terry Pratchett,English,4.25,682126,35210,William Morrow,2006.0,491.0,Mass Market Paperback,"['Fantasy', 'Fiction', 'Humor', 'Urban Fantasy', 'Comedy', 'Audiobook', 'Science Fiction Fantasy', 'Adult', 'Science Fiction', 'Supernatural']"
The Addiction Manifesto,Jerry Weaver,English,4.87,1070,43,Palmetto Publishing,2021.0,178.0,Paperback,"['Nonfiction', 'Self Help', 'Memoir', 'Mental Health', 'Biography']"
Love in the Time of Cholera,Gabriel García Márquez,English,3.93,480581,25448,Vintage International,2003.0,348.0,Paperback,"['Fiction', 'Classics', 'Historical Fiction', 'Romance', 'Magical Realism', 'Literature', 'Novels', 'Spanish Literature', 'Literary Fiction', 'Historical']"
Insurgent,Veronica Roth,English,3.98,1418159,62001,HarperCollins Children's Books,2012.0,525.0,Hardcover,"['Young Adult', 'Dystopia', 'Fiction', 'Fantasy', 'Science Fiction', 'Romance', 'Adventure', 'Teen', 'Post Apocalyptic', 'Audiobook']"
A Walk to Remember,Nicholas Sparks,English,4.19,780658,15682,Grand Central Publishing ,2017.0,215.0,Kindle Edition,"['Romance', 'Fiction', 'Contemporary', 'Young Adult', 'Chick Lit', 'Adult', 'Contemporary Romance', 'Drama', 'Adult Fiction', 'Love']"
The Thorn Birds,Colleen McCullough,English,4.24,341154,7370,Avon Books,2002.0,692.0,Mass Market Paperback,"['Fiction', 'Historical Fiction', 'Romance', 'Classics', 'Australia', 'Historical', 'Historical Romance', 'Novels', 'Drama', 'Adult']"
The Compleat Works of Wllm Shkspr,Adam Long,English,4.46,8766,141,Applause Books,1994.0,137.0,Hardcover,"['Plays', 'Classics', 'Humor', 'Fiction', 'Drama', 'Theatre', 'Comedy', 'Poetry', 'Literature', 'Adult']"
Shadow Kiss,Richelle Mead,English,4.34,355756,12780,Razorbill,2008.0,443.0,Paperback,"['Young Adult', 'Fantasy', 'Vampires', 'Paranormal', 'Romance', 'Urban Fantasy', 'Paranormal Romance', 'Supernatural', 'Fiction', 'Magic']"
The Battle of the Labyrinth,Rick Riordan,English,4.41,975088,28825,Hyperion Books for Children,2008.0,361.0,Hardcover,"['Fantasy', 'Young Adult', 'Mythology', 'Fiction', 'Middle Grade', 'Adventure', 'Greek Mythology', 'Childrens', 'Urban Fantasy', 'Magic']"
How the Grinch Stole Christmas!,Dr. Seuss,English,4.37,393481,4240,Harper Collins Children's Books,2004.0,64.0,Hardcover,"['Childrens', 'Picture Books', 'Christmas', 'Classics', 'Fiction', 'Poetry', 'Fantasy', 'Holiday', 'Humor', 'Kids']"
